min_gain,actual_positives,quality_threshold,table_policy,fast_rate,tp,fp,fn,tn,precision,recall,f1,f2,positive_rate
0.05,53,70.0,no_tables,0.891403,8,16,45,152,0.333333,0.150943,0.207792,0.169492,0.108597
0.05,53,72.0,no_tables,0.891403,8,16,45,152,0.333333,0.150943,0.207792,0.169492,0.108597
0.05,53,74.0,no_tables,0.868778,8,21,45,147,0.275862,0.150943,0.195122,0.165975,0.131222
0.05,53,76.0,no_tables,0.859729,8,23,45,145,0.258065,0.150943,0.190476,0.164609,0.140271
0.05,53,78.0,no_tables,0.837104,8,28,45,140,0.222222,0.150943,0.179775,0.16129,0.162896
0.05,53,80.0,no_tables,0.828054,9,29,44,139,0.236842,0.169811,0.197802,0.18,0.171946
0.05,53,82.0,no_tables,0.819005,9,31,44,137,0.225,0.169811,0.193548,0.178571,0.180995
0.05,53,84.0,no_tables,0.79638,11,34,42,134,0.244444,0.207547,0.22449,0.214008,0.20362
0.05,53,86.0,no_tables,0.733032,14,45,39,123,0.237288,0.264151,0.25,0.258303,0.266968
0.05,53,88.0,no_tables,0.696833,15,52,38,116,0.223881,0.283019,0.25,0.268817,0.303167
0.05,53,90.0,no_tables,0.642534,17,62,36,106,0.21519,0.320755,0.257576,0.292096,0.357466
0.05,53,92.0,no_tables,0.60181,20,68,33,100,0.227273,0.377358,0.283688,0.333333,0.39819
0.05,53,94.0,no_tables,0.570136,24,71,29,97,0.252632,0.45283,0.324324,0.390879,0.429864
